,area_type,location,total_sqft,bath,price,bhk
4077,Super built-up  Area,Kambipura,1082.0,2.0,55.0,3.0
4079,Super built-up  Area,Kambipura,883.0,2.0,37.0,2.0
4080,Super built-up  Area,Kambipura,883.0,2.0,44.0,2.0
4081,Super built-up  Area,Kambipura,883.0,2.0,37.0,2.0
4084,Built-up  Area,Kambipura,883.0,2.0,39.0,2.0
4085,Super built-up  Area,Kambipura,883.0,2.0,37.01,2.0
4086,Super built-up  Area,Kambipura,883.0,2.0,39.0,2.0
4087,Super built-up  Area,Kambipura,883.0,2.0,45.0,2.0
4088,Built-up  Area,Kambipura,883.0,2.0,39.0,2.0
4089,Super built-up  Area,Kambipura,1082.0,2.0,55.0,3.0
4090,Built-up  Area,Kammanahalli,1666.0,4.0,150.0,5.0
4091,Built-up  Area,Kammanahalli,700.0,1.0,59.0,1.0
4092,Super built-up  Area,Kammanahalli,1200.0,2.0,80.0,2.0
4093,Built-up  Area,Kammanahalli,1100.0,2.0,60.0,2.0
4094,Plot  Area,Kammanahalli,1200.0,1.0,81.0,2.0
4095,Built-up  Area,Kammanahalli,2900.0,4.0,200.0,4.0
4096,Super built-up  Area,Kammanahalli,1200.0,3.0,80.0,2.0
4097,Super built-up  Area,Kammasandra,1595.0,3.0,65.0,3.0
4098,Super built-up  Area,Kammasandra,810.0,2.0,24.5,2.0
4099,Super built-up  Area,Kammasandra,657.5,1.0,18.41,1.0
4100,Super built-up  Area,Kammasandra,674.0,2.0,29.0,2.0
4101,Super built-up  Area,Kammasandra,912.0,2.0,39.0,3.0
4102,Super built-up  Area,Kammasandra,1156.0,2.0,32.0,2.0
4103,Super built-up  Area,Kammasandra,870.0,2.0,24.0,2.0
4104,Built-up  Area,Kammasandra,990.0,2.0,31.5,2.0
4106,Super built-up  Area,Kammasandra,930.0,2.0,25.0,2.0
4107,Super built-up  Area,Kammasandra,992.0,2.0,25.79,2.0
4108,Super built-up  Area,Kammasandra,1030.0,1.0,25.75,2.0
4110,Super built-up  Area,Kammasandra,1015.0,2.0,37.0,2.0
4112,Super built-up  Area,Kammasandra,1080.0,2.0,31.99,2.0
4113,Built-up  Area,Kammasandra,1415.0,2.0,60.0,2.0
4114,Super built-up  Area,Kammasandra,1057.0,2.0,35.0,2.0
4115,Super built-up  Area,Kammasandra,982.0,2.0,25.53,2.0
4116,Super built-up  Area,Kammasandra,1500.0,3.0,65.0,3.0
4117,Super built-up  Area,Kammasandra,985.0,2.0,40.5,2.0
4118,Super built-up  Area,Kammasandra,940.0,2.0,35.0,2.0
4120,Super built-up  Area,Kammasandra,610.0,1.0,18.5,1.0
4121,Built-up  Area,Kanakapura,1419.0,3.0,75.0,3.0
4122,Super built-up  Area,Kanakapura,711.0,1.0,36.0,1.0
4123,Super built-up  Area,Kanakapura,711.0,1.0,38.0,1.0
4124,Super built-up  Area,Kanakapura,929.0,2.0,46.0,2.0
4125,Super built-up  Area,Kanakapura,551.0,1.0,30.0,1.0
4126,Super built-up  Area,Kanakapura,1020.0,2.0,42.83,2.0
4127,Super built-up  Area,Kanakapura,1699.0,3.0,97.0,3.0
4128,Super built-up  Area,Kanakapura,1130.0,2.0,45.2,2.0
4129,Super built-up  Area,Kanakapura,1476.0,3.0,75.0,3.0
4130,Super built-up  Area,Kanakapura,1295.0,2.0,64.0,2.0
4131,Super built-up  Area,Kanakapura,1160.0,2.0,46.39,2.0
4132,Super built-up  Area,Kanakapura,1277.0,2.0,55.0,2.0
4133,Super built-up  Area,Kanakapura,1151.0,2.0,59.0,2.0
4134,Super built-up  Area,Kanakapura,945.0,2.0,47.0,2.0
4135,Super built-up  Area,Kanakapura,1254.0,2.0,70.0,3.0
4136,Built-up  Area,Kanakapura,2200.0,3.0,121.0,3.0
4137,Built-up  Area,Kanakapura,1340.0,2.0,65.0,2.0
4139,Super built-up  Area,Kanakapura,1450.0,3.0,75.0,3.0
4140,Super built-up  Area,Kanakapura,1130.0,2.0,45.2,2.0
4141,Super built-up  Area,Kanakapura,1283.0,2.0,68.0,2.0
4142,Built-up  Area,Kanakapura,2130.0,4.0,120.0,4.0
4144,Super built-up  Area,Kanakapura,938.0,1.0,50.0,1.0
4145,Super built-up  Area,Kanakapura,825.0,1.0,35.475,1.0
4146,Super built-up  Area,Kanakapura,1489.0,2.0,70.0,3.0
4147,Super built-up  Area,Kanakapura,1477.0,2.0,69.5,3.0
4148,Super built-up  Area,Kanakpura Road,700.0,2.0,36.0,2.0
4149,Super built-up  Area,Kanakpura Road,1665.0,3.0,88.0,3.0
4150,Built-up  Area,Kanakpura Road,950.0,2.0,57.0,2.0
4151,Built-up  Area,Kanakpura Road,2250.0,4.0,110.0,4.0
4153,Super built-up  Area,Kanakpura Road,525.0,1.0,26.0,1.0
4155,Super built-up  Area,Kanakpura Road,525.0,2.0,21.53,1.0
4158,Super built-up  Area,Kanakpura Road,525.0,1.0,27.25,1.0
4159,Super built-up  Area,Kanakpura Road,1100.0,2.0,58.0,3.0
4160,Super built-up  Area,Kanakpura Road,525.0,1.0,30.0,1.0
4162,Super built-up  Area,Kanakpura Road,1339.0,2.0,75.0,2.0
4163,Super built-up  Area,Kanakpura Road,1100.0,3.0,58.0,3.0
4164,Super built-up  Area,Kanakpura Road,525.0,1.0,26.0,1.0
4166,Super built-up  Area,Kanakpura Road,1843.0,3.0,95.84,3.0
4167,Super built-up  Area,Kanakpura Road,1290.0,2.0,74.0,2.0
4169,Super built-up  Area,Kanakpura Road,1665.0,3.0,86.58,3.0
4170,Super built-up  Area,Kanakpura Road,1542.0,2.0,85.0,3.0
4171,Super built-up  Area,Kanakpura Road,1300.0,2.0,69.0,3.0
4172,Super built-up  Area,Kanakpura Road,900.0,2.0,46.0,2.0
4175,Super built-up  Area,Kanakpura Road,900.0,2.0,46.0,2.0
4176,Super built-up  Area,Kanakpura Road,900.0,2.0,46.0,2.0
4177,Super built-up  Area,Kanakpura Road,1495.0,2.0,90.0,2.0
4180,Carpet  Area,Kanakpura Road,1560.0,3.0,92.0,3.0
4181,Super built-up  Area,Kanakpura Road,1135.0,2.0,58.0,2.0
4182,Built-up  Area,Kanakpura Road,3500.0,6.0,225.0,4.0
4183,Super built-up  Area,Kanakpura Road,1420.0,2.0,75.0,3.0
4185,Super built-up  Area,Kanakpura Road,825.0,1.0,36.29,1.0
4186,Super built-up  Area,Kanakpura Road,983.0,2.0,50.6,2.0
4191,Super built-up  Area,Kanakpura Road,1843.0,3.0,95.84,3.0
4192,Plot  Area,Kanakpura Road,1500.0,3.0,97.0,3.0
4195,Super built-up  Area,Kanakpura Road,1366.0,3.0,76.85,2.0
4196,Super built-up  Area,Kanakpura Road,525.0,1.0,25.0,1.0
4198,Super built-up  Area,Kanakpura Road,2265.0,3.0,136.0,3.0
4204,Plot  Area,Kanakpura Road,2200.0,3.0,130.0,3.0
4205,Super built-up  Area,Kanakpura Road,525.0,1.0,30.0,1.0
4207,Super built-up  Area,Kanakpura Road,1051.0,2.0,56.74,2.0
4208,Super built-up  Area,Kanakpura Road,525.0,1.0,30.0,1.0
4213,Super built-up  Area,Kanakpura Road,1300.0,3.0,69.0,3.0
4214,Super built-up  Area,Kanakpura Road,700.0,2.0,40.0,2.0
4215,Carpet  Area,Kanakpura Road,458.0,1.0,19.695,1.0
4216,Super built-up  Area,Kanakpura Road,1700.0,3.0,88.0,3.0
4219,Plot  Area,Kanakpura Road,2775.0,3.0,165.0,4.0
4220,Plot  Area,Kanakpura Road,1900.0,3.0,99.0,3.0
4221,Super built-up  Area,Kanakpura Road,1290.0,2.0,80.0,2.0
4227,Super built-up  Area,Kanakpura Road,1868.0,3.0,113.0,3.0
4229,Super built-up  Area,Kanakpura Road,1366.0,2.0,83.0,2.0
4230,Super built-up  Area,Kanakpura Road,700.0,2.0,40.0,2.0
4232,Super built-up  Area,Kanakpura Road,1339.0,2.0,71.5,2.0
4234,Super built-up  Area,Kanakpura Road,670.0,1.0,35.0,1.0
4241,Super built-up  Area,Kanakpura Road,525.0,1.0,30.0,1.0
4244,Super built-up  Area,Kanakpura Road,1498.0,3.0,95.0,3.0
4245,Super built-up  Area,Kanakpura Road,525.0,2.0,27.0,1.0
4246,Super built-up  Area,Kanakpura Road,1665.0,3.0,86.91,3.0
4247,Super built-up  Area,Kanakpura Road,1665.0,3.0,86.58,3.0
4248,Super built-up  Area,Kanakpura Road,712.0,1.0,38.44,1.0
4252,Super built-up  Area,Kanakpura Road,1507.0,2.0,95.0,3.0
4256,Super built-up  Area,Kanakpura Road,1339.0,2.0,85.0,2.0
4257,Super built-up  Area,Kanakpura Road,525.0,1.0,27.0,1.0
4258,Super built-up  Area,Kanakpura Road,525.0,1.0,27.5,1.0
4260,Super built-up  Area,Kanakpura Road,525.0,1.0,26.25,1.0
4262,Super built-up  Area,Kanakpura Road,525.0,1.0,26.0,1.0
4263,Built-up  Area,Kanakpura Road,1050.0,2.0,59.0,3.0
4264,Carpet  Area,Kanakpura Road,1600.0,3.0,90.0,3.0
4265,Super built-up  Area,Kanakpura Road,525.0,2.0,29.25,1.0
4267,Super built-up  Area,Kanakpura Road,800.0,2.0,41.145,2.0
4270,Super built-up  Area,Kanakpura Road,1100.0,3.0,56.57,3.0
4273,Super built-up  Area,Kanakpura Road,1843.0,3.0,96.2,3.0
4277,Built-up  Area,Kanakpura Road,1240.0,2.0,65.0,2.0
4282,Super built-up  Area,Kanakpura Road,700.0,2.0,41.0,2.0
4286,Super built-up  Area,Kanakpura Road,700.0,1.0,41.0,2.0
4288,Super built-up  Area,Kanakpura Road,1100.0,3.0,58.0,3.0
4289,Built-up  Area,Kanakpura Road,1140.0,2.0,65.0,2.0
4291,Super built-up  Area,Kanakpura Road,700.0,2.0,40.0,2.0
4294,Super built-up  Area,Kanakpura Road,525.0,1.0,26.01,1.0
4299,Built-up  Area,Kanakpura Road,1322.0,2.0,70.0,2.0
4300,Super built-up  Area,Kanakpura Road,1698.0,2.0,105.0,2.0
4301,Super built-up  Area,Kanakpura Road,1300.0,3.0,69.0,3.0
4302,Super built-up  Area,Kanakpura Road,1300.0,3.0,69.0,3.0
4304,Super built-up  Area,Kanakpura Road,1167.0,2.0,63.0,2.0
4307,Super built-up  Area,Kanakpura Road,1300.0,3.0,69.0,3.0
4313,Super built-up  Area,Kanakpura Road,1430.0,2.0,78.0,2.0
4314,Super built-up  Area,Kanakpura Road,700.0,2.0,36.0,2.0
4317,Super built-up  Area,Kanakpura Road,525.0,2.0,27.0,1.0
4319,Super built-up  Area,Kanakpura Road,1100.0,3.0,58.0,3.0
4324,Super built-up  Area,Kanakpura Road,1300.0,2.0,69.0,3.0
4325,Built-up  Area,Kanakpura Road,2000.0,3.0,105.0,3.0
4326,Plot  Area,Kanakpura Road,1200.0,2.0,62.0,2.0
4328,Super built-up  Area,Kanakpura Road,1843.0,3.0,95.0,3.0
4331,Super built-up  Area,Kanakpura Road,900.0,2.0,46.29,2.0
4332,Super built-up  Area,Kanakpura Road,850.0,1.0,37.32,1.0
4334,Super built-up  Area,Kanakpura Road,525.0,1.0,30.0,1.0
4335,Super built-up  Area,Kanakpura Road,1938.0,3.0,105.0,3.0
4336,Super built-up  Area,Kanakpura Road,1843.0,3.0,96.2,3.0
4337,Super built-up  Area,Kanakpura Road,525.0,1.0,26.0,1.0
4341,Super built-up  Area,Kanakpura Road,700.0,2.0,36.0,2.0
4342,Super built-up  Area,Kanakpura Road,1622.0,3.0,95.0,3.0
4347,Super built-up  Area,Kannamangala,957.0,2.0,58.0,2.0
4348,Built-up  Area,Kannamangala,957.0,2.0,56.0,2.0
4349,Built-up  Area,Kannamangala,3000.0,4.0,200.0,4.0
4350,Super built-up  Area,Kannamangala,1536.0,3.0,89.0,3.0
4351,Plot  Area,Kannamangala,2400.0,4.0,130.0,4.0
4352,Super built-up  Area,Kannamangala,1574.0,3.0,93.34,3.0
4353,Built-up  Area,Kannamangala,957.0,2.0,52.5,2.0
4354,Super built-up  Area,Kannamangala,1536.0,3.0,104.0,3.0
4355,Super built-up  Area,Kannamangala,957.0,2.0,54.5,2.0
4356,Super built-up  Area,Kannamangala,2422.0,4.0,135.0,4.0
4357,Super built-up  Area,Kannamangala,957.0,2.0,55.0,2.0
4358,Built-up  Area,Kannamangala,957.0,2.0,56.0,2.0
4359,Built-up  Area,Karuna Nagar,2500.0,3.0,180.0,3.0
4360,Plot  Area,Karuna Nagar,2500.0,3.0,190.0,3.0
4361,Built-up  Area,Karuna Nagar,1962.0,3.0,175.0,3.0
4362,Super built-up  Area,Karuna Nagar,1057.0,2.0,65.0,2.0
4363,Super built-up  Area,Karuna Nagar,1354.0,2.0,98.0,3.0
4364,Super built-up  Area,Karuna Nagar,1945.0,3.0,115.0,3.0
4365,Super built-up  Area,Karuna Nagar,1960.0,3.0,165.0,3.0
4366,Super built-up  Area,Kasavanhalli,1060.0,2.0,58.06,2.0
4367,Built-up  Area,Kasavanhalli,1717.0,3.0,99.0,3.0
4369,Built-up  Area,Kasavanhalli,3260.0,4.0,240.0,4.0
4370,Super built-up  Area,Kasavanhalli,1349.0,2.0,78.0,2.0
4371,Super built-up  Area,Kasavanhalli,1121.0,2.0,78.0,2.0
4372,Built-up  Area,Kasavanhalli,1100.0,2.0,50.0,2.0
4374,Super built-up  Area,Kasavanhalli,1200.0,2.0,78.0,2.0
4377,Super built-up  Area,Kasavanhalli,1476.0,3.0,89.0,3.0
4378,Super built-up  Area,Kasavanhalli,1493.0,3.0,82.0,3.0
4379,Super built-up  Area,Kasavanhalli,1200.0,2.0,50.0,2.0
4380,Built-up  Area,Kasavanhalli,1719.0,3.0,116.0,3.0
4381,Super built-up  Area,Kasavanhalli,1115.0,2.0,50.0,2.0
4382,Super built-up  Area,Kasavanhalli,1125.0,2.0,61.2,2.0
4383,Super built-up  Area,Kasavanhalli,2170.0,3.0,151.0,3.0
4386,Super built-up  Area,Kasavanhalli,1476.0,3.0,95.0,3.0
4387,Super built-up  Area,Kasavanhalli,1200.0,2.0,50.3,2.0
4389,Super built-up  Area,Kasavanhalli,1787.0,3.0,123.0,3.0
4390,Super built-up  Area,Kasavanhalli,1090.0,2.0,59.8,2.0
4391,Super built-up  Area,Kasavanhalli,1691.0,3.0,104.0,3.0
4392,Super built-up  Area,Kasavanhalli,4260.0,4.0,272.0,4.0
4393,Built-up  Area,Kasavanhalli,2111.0,4.0,120.0,3.0
4395,Super built-up  Area,Kasavanhalli,950.0,2.0,39.0,2.0
4396,Super built-up  Area,Kasavanhalli,1105.0,2.0,42.0,2.0
4398,Built-up  Area,Kasavanhalli,1667.0,3.0,92.0,3.0
4399,Super built-up  Area,Kasavanhalli,1494.0,3.0,82.0,3.0
4401,Super built-up  Area,Kasavanhalli,770.0,1.0,43.82,1.0
4402,Super built-up  Area,Kasavanhalli,1147.0,2.0,60.0,2.0
4403,Super built-up  Area,Kasavanhalli,1375.0,2.0,72.0,2.0
4405,Super built-up  Area,Kasavanhalli,1200.0,2.0,60.0,2.0
4406,Plot  Area,Kasavanhalli,4260.0,4.0,333.0,4.0
4407,Built-up  Area,Kasavanhalli,1495.0,2.0,83.0,2.0
4408,Plot  Area,Kasavanhalli,5000.0,2.0,400.0,3.0
4409,Super built-up  Area,Kasavanhalli,4000.0,4.0,325.0,4.0
4410,Super built-up  Area,Kasavanhalli,1225.0,2.0,69.0,3.0
4411,Super built-up  Area,Kasavanhalli,1917.0,3.0,132.0,3.0
4412,Super built-up  Area,Kasavanhalli,1375.0,2.0,78.0,2.0
4413,Plot  Area,Kasavanhalli,4408.0,4.0,344.0,4.0
4414,Super built-up  Area,Kasavanhalli,1309.0,2.0,95.0,2.0
4415,Super built-up  Area,Kasavanhalli,1476.0,3.0,105.0,3.0
4416,Super built-up  Area,Kasavanhalli,1158.0,2.0,67.0,2.0
4417,Super built-up  Area,Kasavanhalli,1214.0,2.0,67.0,2.0
4418,Built-up  Area,Kasavanhalli,2110.0,4.0,120.0,3.0
4419,Super built-up  Area,Kasavanhalli,1495.0,2.0,110.0,2.0
4420,Super built-up  Area,Kasavanhalli,1575.0,2.0,85.0,2.0
4421,Super built-up  Area,Kasavanhalli,1069.0,2.0,55.0,2.0
4422,Super built-up  Area,Kasavanhalli,1100.0,2.0,68.0,2.0
4423,Super built-up  Area,Kasavanhalli,1715.0,3.0,112.0,3.0
4424,Super built-up  Area,Kasavanhalli,1100.0,2.0,65.0,2.0
4425,Super built-up  Area,Kasavanhalli,1230.0,2.0,66.25,2.0
4426,Super built-up  Area,Kasavanhalli,1819.0,3.0,150.0,3.0
4427,Built-up  Area,Kasavanhalli,1189.0,2.0,45.0,2.0
4430,Built-up  Area,Kasavanhalli,1585.0,2.0,90.0,2.0
4431,Super built-up  Area,Kasavanhalli,1245.0,2.0,80.0,2.0
4432,Super built-up  Area,Kasavanhalli,2035.0,3.0,142.0,3.0
4433,Super built-up  Area,Kasavanhalli,1747.0,3.0,110.0,3.0
4434,Super built-up  Area,Kasavanhalli,1377.0,2.0,80.0,2.0
4435,Super built-up  Area,Kasavanhalli,1181.0,2.0,61.0,2.0
4436,Built-up  Area,Kasavanhalli,1121.0,2.0,75.0,2.0
4437,Built-up  Area,Kasturi Nagar,1925.0,3.0,125.0,3.0
4438,Super built-up  Area,Kasturi Nagar,1567.0,2.0,92.0,2.0
4441,Super built-up  Area,Kasturi Nagar,1080.0,2.0,80.0,2.0
4442,Super built-up  Area,Kasturi Nagar,1101.0,2.0,65.0,2.0
4444,Super built-up  Area,Kasturi Nagar,1896.0,3.0,125.0,4.0
4445,Super built-up  Area,Kasturi Nagar,1100.0,2.0,58.0,2.0
4446,Super built-up  Area,Kasturi Nagar,1570.0,3.0,110.0,3.0
4447,Super built-up  Area,Kasturi Nagar,1000.0,2.0,58.0,2.0
4448,Super built-up  Area,Kasturi Nagar,1101.0,2.0,66.0,2.0
4449,Super built-up  Area,Kasturi Nagar,2507.0,4.0,155.0,4.0
4450,Super built-up  Area,Kathriguppe,1400.0,2.0,77.0,3.0
4451,Super built-up  Area,Kathriguppe,1250.0,2.0,68.75,3.0
4452,Super built-up  Area,Kathriguppe,1245.0,2.0,68.48,3.0
4453,Super built-up  Area,Kathriguppe,1350.0,2.0,87.01,3.0
4454,Super built-up  Area,Kathriguppe,1350.0,2.0,80.99,3.0
4455,Super built-up  Area,Kathriguppe,1365.0,2.0,75.08,3.0
4456,Super built-up  Area,Kathriguppe,1300.0,3.0,77.99,3.0
4457,Super built-up  Area,Kathriguppe,1350.0,2.0,80.99,3.0
4458,Super built-up  Area,Kathriguppe,1390.0,2.0,76.45,3.0
4459,Super built-up  Area,Kathriguppe,1350.0,3.0,78.3,3.0
4460,Super built-up  Area,Kathriguppe,1250.0,2.0,68.75,3.0
4461,Super built-up  Area,Kathriguppe,1300.0,3.0,77.99,3.0
4462,Super built-up  Area,Kathriguppe,1335.0,2.0,73.43,3.0
4463,Super built-up  Area,Kathriguppe,1300.0,3.0,77.99,3.0
4464,Super built-up  Area,Kathriguppe,1300.0,3.0,77.99,3.0
4465,Super built-up  Area,Kathriguppe,1335.0,2.0,73.43,3.0
4466,Super built-up  Area,Kathriguppe,1350.0,3.0,80.99,3.0
4467,Super built-up  Area,Kathriguppe,1250.0,2.0,68.75,2.0
4468,Super built-up  Area,Kathriguppe,1350.0,3.0,80.99,3.0
4469,Super built-up  Area,Kaval Byrasandra,1200.0,2.0,52.0,2.0
4470,Built-up  Area,Kaval Byrasandra,1020.0,2.0,52.0,2.0
4471,Super built-up  Area,Kaval Byrasandra,1200.0,2.0,49.5,2.0
4472,Built-up  Area,Kaval Byrasandra,945.0,2.0,50.0,2.0
4473,Built-up  Area,Kaval Byrasandra,1060.0,2.0,45.0,2.0
4474,Built-up  Area,Kaval Byrasandra,1100.0,2.0,46.0,2.0
4475,Built-up  Area,Kaval Byrasandra,1185.0,2.0,49.0,2.0
4476,Super built-up  Area,Kaval Byrasandra,997.0,2.0,53.0,2.0
4477,Super built-up  Area,Kaval Byrasandra,1060.0,2.0,42.0,2.0
4478,Built-up  Area,Kaval Byrasandra,480.0,1.0,25.0,1.0
4479,Super built-up  Area,Kaval Byrasandra,1125.0,2.0,41.5,2.0
4480,Built-up  Area,Kaval Byrasandra,1180.0,2.0,60.0,2.0
4481,Super built-up  Area,Kaval Byrasandra,1450.0,3.0,75.0,3.0
4482,Built-up  Area,Kaval Byrasandra,1066.0,2.0,55.0,2.0
4483,Super built-up  Area,Kaval Byrasandra,1025.0,2.0,60.0,2.0
4484,Super built-up  Area,Kaval Byrasandra,1400.0,3.0,75.0,3.0
4485,Super built-up  Area,Kenchenahalli,1015.0,2.0,58.0,2.0
4486,Super built-up  Area,Kenchenahalli,715.0,1.0,45.0,1.0
4487,Super built-up  Area,Kenchenahalli,1150.0,2.0,58.0,2.0
4488,Super built-up  Area,Kenchenahalli,1280.0,2.0,69.0,3.0
4490,Super built-up  Area,Kenchenahalli,870.0,1.0,45.0,2.0
4491,Super built-up  Area,Kenchenahalli,1150.0,2.0,60.0,2.0
4492,Super built-up  Area,Kenchenahalli,700.0,1.0,35.0,1.0
4493,Super built-up  Area,Kenchenahalli,1060.0,2.0,52.0,2.0
4494,Super built-up  Area,Kenchenahalli,1150.0,2.0,57.0,2.0
4495,Super built-up  Area,Kenchenahalli,1720.0,3.0,100.0,3.0
4496,Super built-up  Area,Kenchenahalli,1015.0,2.0,60.0,2.0
4498,Super built-up  Area,Kengeri,750.0,2.0,38.0,2.0
4500,Built-up  Area,Kengeri,340.0,1.0,10.0,1.0
4501,Super built-up  Area,Kengeri,1197.0,2.0,50.0,2.0
4502,Super built-up  Area,Kengeri,1200.0,2.0,58.0,2.0
4504,Super built-up  Area,Kengeri,726.0,2.0,31.0,2.0
4506,Super built-up  Area,Kengeri,1025.0,2.0,57.0,2.0
4509,Built-up  Area,Kengeri,1082.0,2.0,49.0,3.0
4512,Built-up  Area,Kengeri,750.0,2.0,36.0,2.0
4515,Super built-up  Area,Kengeri,726.0,2.0,35.0,2.0
4517,Super built-up  Area,Kengeri,416.0,1.0,19.5,1.0
4518,Super built-up  Area,Kengeri,900.0,2.0,45.0,2.0
4521,Built-up  Area,Kengeri,502.0,1.0,25.0,1.0
4523,Plot  Area,Kengeri,1200.0,3.0,67.0,3.0
4525,Built-up  Area,Kengeri,500.0,1.0,17.0,1.0
4526,Super built-up  Area,Kengeri,540.0,1.0,22.5,1.0
4527,Super built-up  Area,Kengeri,750.0,2.0,35.5,2.0
4528,Super built-up  Area,Kengeri,1741.0,3.0,80.0,3.0
4530,Plot  Area,Kengeri,1200.0,2.0,58.0,2.0
4532,Built-up  Area,Kengeri,1230.0,2.0,52.0,3.0
4533,Super built-up  Area,Kengeri,750.0,2.0,36.5,2.0
4535,Super built-up  Area,Kengeri,416.0,1.0,18.0,1.0
4537,Built-up  Area,Kengeri,883.0,2.0,49.0,2.0
4538,Super built-up  Area,Kengeri,1052.0,2.0,51.0,2.0
4540,Super built-up  Area,Kengeri,1220.0,2.0,63.0,2.0
4541,Plot  Area,Kengeri,1150.0,1.0,52.0,1.0
4542,Super built-up  Area,Kengeri,1192.0,2.0,53.5,2.0
4544,Super built-up  Area,Kengeri,750.0,2.0,40.0,2.0
4545,Built-up  Area,Kengeri,600.0,1.0,35.0,1.0
4547,Super built-up  Area,Kengeri,1035.0,2.0,51.5,2.0
4548,Built-up  Area,Kengeri,3000.0,5.0,130.0,8.0
4549,Built-up  Area,Kengeri,410.0,1.0,15.0,1.0
4550,Super built-up  Area,Kengeri,416.0,1.0,17.19,1.0
4553,Built-up  Area,Kengeri,2500.0,4.0,100.0,5.0
4554,Built-up  Area,Kengeri,550.0,1.0,16.75,1.0
4555,Super built-up  Area,Kengeri Satellite Town,890.0,2.0,35.0,2.0
4556,Built-up  Area,Kengeri Satellite Town,883.0,2.0,45.0,2.0
4557,Super built-up  Area,Kengeri Satellite Town,1415.0,2.0,66.0,3.0
4558,Super built-up  Area,Kengeri Satellite Town,930.0,1.0,30.0,1.0
4559,Super built-up  Area,Kengeri Satellite Town,1635.0,2.0,78.0,3.0
4560,Super built-up  Area,Kengeri Satellite Town,1050.0,2.0,43.0,2.0
4561,Super built-up  Area,Kengeri Satellite Town,1007.0,2.0,42.0,2.0
4562,Super built-up  Area,Kengeri Satellite Town,1043.0,2.0,65.0,2.0
4564,Super built-up  Area,Kengeri Satellite Town,635.0,1.0,22.0,2.0
4565,Super built-up  Area,Kengeri Satellite Town,818.0,2.0,26.0,2.0
4566,Built-up  Area,Kengeri Satellite Town,1030.0,2.0,50.0,2.0
4567,Plot  Area,Kengeri Satellite Town,1200.0,2.0,65.0,2.0
4568,Super built-up  Area,Kengeri Satellite Town,795.0,2.0,32.0,2.0
4569,Built-up  Area,Kengeri Satellite Town,560.0,2.0,16.6,2.0
4570,Super built-up  Area,Kengeri Satellite Town,1302.5,2.0,44.285,2.0
4571,Built-up  Area,Kengeri Satellite Town,800.0,2.0,40.0,2.0
4572,Super built-up  Area,Kengeri Satellite Town,654.0,1.0,22.0,1.0
4573,Super built-up  Area,Kengeri Satellite Town,1060.0,2.0,42.0,2.0
4574,Super built-up  Area,Kengeri Satellite Town,750.0,2.0,33.0,2.0
4575,Super built-up  Area,Kengeri Satellite Town,920.0,2.0,39.0,2.0
4576,Super built-up  Area,Kengeri Satellite Town,985.0,2.0,42.0,2.0
4577,Super built-up  Area,Kengeri Satellite Town,410.0,1.0,15.0,1.0
4578,Super built-up  Area,Kengeri Satellite Town,1120.0,2.0,49.0,2.0
4580,Built-up  Area,Kengeri Satellite Town,1110.0,2.0,43.0,2.0
4581,Built-up  Area,Kengeri Satellite Town,1170.0,2.0,50.0,2.0
4582,Super built-up  Area,Kengeri Satellite Town,1025.0,2.0,28.57,2.0
4584,Built-up  Area,Kengeri Satellite Town,800.0,2.0,32.0,2.0
4585,Built-up  Area,Kereguddadahalli,950.0,2.0,32.0,2.0
4586,Built-up  Area,Kereguddadahalli,1400.0,2.0,48.0,3.0
4587,Built-up  Area,Kereguddadahalli,800.0,2.0,28.0,2.0
4588,Built-up  Area,Kereguddadahalli,904.0,2.0,30.0,2.0
4590,Super built-up  Area,Kereguddadahalli,1000.0,2.0,30.0,2.0
4591,Built-up  Area,Kereguddadahalli,1240.0,3.0,41.0,3.0
4592,Built-up  Area,Kereguddadahalli,600.0,1.0,19.5,1.0
4593,Built-up  Area,Kereguddadahalli,1080.0,2.0,32.0,2.0
4594,Super built-up  Area,Kereguddadahalli,1000.0,2.0,34.0,2.0
4597,Super built-up  Area,Kereguddadahalli,1015.0,2.0,35.0,2.0
4598,Super built-up  Area,Kodichikkanahalli,1190.0,2.0,57.0,3.0
4599,Built-up  Area,Kodichikkanahalli,995.0,2.0,41.0,2.0
4600,Super built-up  Area,Kodichikkanahalli,650.0,1.0,38.0,1.0
4601,Built-up  Area,Kodichikkanahalli,2700.0,7.0,125.0,5.0
4602,Super built-up  Area,Kodichikkanahalli,1495.0,2.0,75.0,3.0
4603,Plot  Area,Kodichikkanahalli,3250.0,4.0,180.0,4.0
4604,Super built-up  Area,Kodichikkanahalli,1125.0,2.0,52.0,2.0
4605,Built-up  Area,Kodichikkanahalli,1150.0,2.0,48.0,2.0
4606,Super built-up  Area,Kodichikkanahalli,1070.0,2.0,43.0,2.0
4607,Super built-up  Area,Kodichikkanahalli,1620.0,2.0,85.0,3.0
4609,Super built-up  Area,Kodichikkanahalli,1025.0,2.0,66.0,2.0
4610,Super built-up  Area,Kodichikkanahalli,1026.0,2.0,45.0,2.0
4611,Built-up  Area,Kodichikkanahalli,2500.0,7.0,125.0,5.0
4612,Built-up  Area,Kodichikkanahalli,450.0,1.0,18.0,1.0
4613,Super built-up  Area,Kodichikkanahalli,907.0,2.0,38.5,2.0
